FROM,TO,DISTANCE,AZIMUTH,INCLINATION
0,1,3.1,26.0,-13.0
1,2,2.0,50.0,-26.0
2,3,2.35,41.0,-5.0
3,4,2.4,350.0,30.0
4,5,3.0,80.0,0.0
4,4.1,2.6,222.0,7.0
