FROM,TO,DISTANCE,AZIMUTH,INCLINATION
0,1,2.8,225.0,-75.0
1,2,3.2,145.0,-35.0
2,3,2.7,165.0,-20.0
1,1.1,3.4,320.0,8.0
2,2.1,3.7,12.0,26.0
