FROM,TO,DISTANCE,AZIMUTH,INCLINATION
0,1,0.8,75.0,-10.0
1,2,3.7,2.0,21.0
2,3,2.6,312.0,-60.0
3,4,2.5,60.0,-5.0
2,2.1,1.7,100.0,52.0
3,3.1,2.4,10.0,26.0
