srv_file,srv_line,srv_from,srv_to,srv_az_deg,srv_inc_deg,srv_dist_m,srv_lrud_raw,srv_record_raw,model_leg_no,model_segment,model_leg_dump3d,model_from,model_to,model_leg_reversed,model_dx_m,model_dy_m,model_dz_m,model_dist_m,delta_dist_m,model_az_deg,delta_az_deg,model_inc_deg,delta_inc_deg,loop_111_116,abs_delta_dist_gt_0_01,srv_sha256,status_obserwacji,status_lrud,interpretacja_modelu
WSTCZ.SRV,28,nvk0,nvk1,0.0,-90.0,2.75,"<0.00,2.80,0.30,0.30>","nvk0	nvk1	0.00	-90.00	2.75	<0.00,2.80,0.30,0.30>",155,Nova_Kresanica.NK_01,LEG 51.63 5.76 29.12 51.63 5.76 31.87 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.1,Nova_Kresanica.NK_01.0,True,0.0,0.0,-2.75,2.75,0.0,,,-90.0,0.0,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,29,nvk1,nvk2,275.0,-29.0,5.88,"<4.00,6.00,0.30,0.50>","nvk1	nvk2	275.00	-29.00	5.88	<4.00,6.00,0.30,0.50>",154,Nova_Kresanica.NK_01,LEG 46.51 6.21 26.27 51.63 5.76 29.12 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.2,Nova_Kresanica.NK_01.1,True,-5.12,0.45,-2.85,5.87702,-0.00298,275.02285,0.02285,-29.0085,-0.0085,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,30,nvk2,nvk3,0.0,-90.0,4.49,"<10.00,1.00,0.30,0.30>","nvk2	nvk3	0.00	-90.00	4.49	<10.00,1.00,0.30,0.30>",153,Nova_Kresanica.NK_01,LEG 46.51 6.21 21.78 46.51 6.21 26.27 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.3,Nova_Kresanica.NK_01.2,True,0.0,0.0,-4.49,4.49,-0.0,,,-90.0,0.0,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,31,nvk3,nvk4,302.0,2.0,2.76,"<0.50,6.00,0.30,0.30>","nvk3	nvk4	302.00	2.00	2.76	<0.50,6.00,0.30,0.30>",152,Nova_Kresanica.NK_01,LEG 44.17 7.67 21.88 46.51 6.21 21.78 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.4,Nova_Kresanica.NK_01.3,True,-2.34,1.46,0.1,2.75993,-7e-05,301.96134,-0.03866,2.07644,0.07644,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,32,nvk4,nvk5,278.0,-59.0,4.48,"<5.00,2.00,0.30,0.30>","nvk4	nvk5	278.00	-59.00	4.48	<5.00,2.00,0.30,0.30>",151,Nova_Kresanica.NK_01,LEG 41.89 7.99 18.04 44.17 7.67 21.88 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.5,Nova_Kresanica.NK_01.4,True,-2.28,0.32,-3.84,4.47732,-0.00268,277.98933,-0.01067,-59.05439,-0.05439,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,33,nvk5,nvk6,249.0,-6.0,7.09,"<6.00,4.00,0.40,0.00>","nvk5	nvk6	249.00	-6.00	7.09	<6.00,4.00,0.40,0.00>",150,Nova_Kresanica.NK_01,LEG 35.30 5.46 17.30 41.89 7.99 18.04 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.6,Nova_Kresanica.NK_01.5,True,-6.59,-2.53,-0.74,7.09765,0.00765,248.99745,-0.00255,-5.98453,0.01547,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,34,nvk6,nvk7,251.0,-37.0,9.05,"<10.00,0.80,1.00,2.00>","nvk6	nvk7	251.00	-37.00	9.05	<10.00,0.80,1.00,2.00>",149,Nova_Kresanica.NK_01,LEG 28.47 3.11 11.85 35.30 5.46 17.30 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.7,Nova_Kresanica.NK_01.6,True,-6.83,-2.35,-5.45,9.04842,-0.00158,251.01318,0.01318,-37.03589,-0.03589,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,35,nvk7,nvk8,244.0,39.0,1.84,"<8.50,2.00,1.00,1.50>","nvk7	nvk8	244.00	39.00	1.84	<8.50,2.00,1.00,1.50>",148,Nova_Kresanica.NK_01,LEG 27.18 2.48 13.01 28.47 3.11 11.85 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.8,Nova_Kresanica.NK_01.7,True,-1.29,-0.63,1.16,1.8457,0.0057,243.97041,-0.02959,38.9387,-0.0613,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,36,nvk8,nvk9,234.0,18.0,10.59,"<3.00,3.00,0.80,0.80>","nvk8	nvk9	234.00	18.00	10.59	<3.00,3.00,0.80,0.80>",147,Nova_Kresanica.NK_01,LEG 19.04 -3.44 16.28 27.18 2.48 13.01 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.9,Nova_Kresanica.NK_01.8,True,-8.14,-5.92,3.27,10.58295,-0.00705,233.97263,-0.02737,17.99822,-0.00178,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,37,nvk9,nvk10,266.0,-42.5,10.98,"<2.00,1.00,1.00,0.00>","nvk9	nvk10	266.00	-42.50	10.98	<2.00,1.00,1.00,0.00>",146,Nova_Kresanica.NK_01,LEG 10.96 -4.00 8.86 19.04 -3.44 16.28 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.10,Nova_Kresanica.NK_01.9,True,-8.08,-0.56,-7.42,10.98437,0.00437,266.03535,0.03535,-42.4934,0.0066,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,38,nvk10,nvk11,252.0,-11.0,6.06,"<0.60,0.60,1.00,0.50>","nvk10	nvk11	252.00	-11.00	6.06	<0.60,0.60,1.00,0.50>",145,Nova_Kresanica.NK_01,LEG 5.30 -5.84 7.71 10.96 -4.00 8.86 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.11,Nova_Kresanica.NK_01.10,True,-5.66,-1.84,-1.15,6.06166,0.00166,251.99126,-0.00874,-10.93627,0.06373,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,39,nvk11,nvk12,242.0,-28.5,5.9,"<3.00,5.00,0.00,10.00>","nvk11	nvk12	242.00	-28.50	5.90	<3.00,5.00,0.00,10.00>",144,Nova_Kresanica.NK_01,LEG 0.72 -8.27 4.89 5.30 -5.84 7.71 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.12,Nova_Kresanica.NK_01.11,True,-4.58,-2.43,-2.82,5.90201,0.00201,242.05102,0.05102,-28.54204,-0.04204,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,40,nvk12,nvk13,355.0,-30.5,9.64,"<12.00,1.00,8.00	5.00>","nvk12	nvk13	355.00	-30.50	9.64	<12.00,1.00,8.00	5.00>",143,Nova_Kresanica.NK_01,LEG 0.00 0.00 0.00 0.72 -8.27 4.89 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.13,Nova_Kresanica.NK_01.12,True,-0.72,8.27,-4.89,9.63449,-0.00551,355.02428,0.02428,-30.50087,-0.00087,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,41,nvk13,nvk14a,108.5,-3.0,1.99,,nvk13	nvk14a	108.50	-3.00	1.99,130,Nova_Kresanica.NK_01,LEG 0.00 0.00 0.00 1.88 -0.63 -0.10 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.13,Nova_Kresanica.NK_01.14a,False,1.88,-0.63,-0.1,1.98527,-0.00473,108.52633,0.02633,-2.88727,0.11273,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,nie dotyczy,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,42,nvk13,nvk14,216.0,-6.0,8.39,"<8.00,2.00,3.00,6.00>","nvk13	nvk14	216.00	-6.00	8.39	<8.00,2.00,3.00,6.00>",1,Nova_Kresanica.NK_02,LEG 0.00 0.00 0.00 -4.90 -6.75 -0.88 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.13,Nova_Kresanica.NK_02.14,False,-4.9,-6.75,-0.88,8.38731,-0.00269,215.97687,-0.02313,-6.02258,-0.02258,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,43,nvk14,nvk14b,149.0,32.0,4.35,,nvk14	nvk14b	149.00	32.00	4.35,128,Nova_Kresanica.NK_02,LEG -4.90 -6.75 -0.88 -3.00 -9.91 1.43 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.14,Nova_Kresanica.NK_02.14b,False,1.9,-3.16,2.31,4.35106,0.00106,148.98295,-0.01705,32.06665,0.06665,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,nie dotyczy,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,44,nvk14b,nvk15b,220.0,10.0,3.64,"<1.00,1.00,2.00,1.00>","nvk14b	nvk15b	220.00	10.00	3.64	<1.00,1.00,2.00,1.00>",129,Nova_Kresanica.NK_02,LEG -3.00 -9.91 1.43 -5.31 -12.66 2.06 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.14b,Nova_Kresanica.NK_02.15b,False,-2.31,-2.75,0.63,3.6463,0.0063,220.03026,0.03026,9.94937,-0.05063,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,45,nvk14,nvk15,198.0,-6.0,2.02,"<9.00,1.50,5.00,1.00>","nvk14	nvk15	198.00	-6.00	2.02	<9.00,1.50,5.00,1.00>",2,Nova_Kresanica.NK_02,LEG -4.90 -6.75 -0.88 -5.53 -8.66 -1.09 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.14,Nova_Kresanica.NK_02.15,False,-0.63,-1.91,-0.21,2.02215,0.00215,198.25477,0.25477,-5.9609,0.0391,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,46,nvk15,nvk16,3.0,-31.5,16.68,"<2.00,1.50,1.00,1.00>","nvk15	nvk16	3.00	-31.50	16.68	<2.00,1.50,1.00,1.00>",3,Nova_Kresanica.NK_02,LEG -5.53 -8.66 -1.09 -4.78 5.54 -9.80 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.15,Nova_Kresanica.NK_02.16,False,0.75,14.2,-8.71,16.67533,-0.00467,3.02338,0.02338,-31.48857,0.01143,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,47,nvk16,nvk17,126.0,4.0,4.26,"<3.00,4.00,2.00,5.00>","nvk16	nvk17	126.00	4.00	4.26	<3.00,4.00,2.00,5.00>",4,Nova_Kresanica.NK_02,LEG -4.78 5.54 -9.80 -1.34 3.04 -9.51 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.16,Nova_Kresanica.NK_02.17,False,3.44,-2.5,0.29,4.26236,0.00236,126.00756,0.00756,3.90127,-0.09873,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,48,nvk17,nvk18,151.0,-33.0,5.39,"<4.00,2.00,2.00,2.00>","nvk17	nvk18	151.00	-33.00	5.39	<4.00,2.00,2.00,2.00>",5,Nova_Kresanica.NK_02,LEG -1.34 3.04 -9.51 0.85 -0.91 -12.44 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.17,Nova_Kresanica.NK_02.18,False,2.19,-3.95,-2.93,5.38363,-0.00637,150.99468,-0.00532,-32.97289,0.02711,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,49,nvk18,nvk19,77.0,-52.0,3.37,"<10.00,1.50,2.00,2.00>","nvk18	nvk19	77.00	-52.00	3.37	<10.00,1.50,2.00,2.00>",6,Nova_Kresanica.NK_02,LEG 0.85 -0.91 -12.44 2.87 -0.44 -15.10 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.18,Nova_Kresanica.NK_02.19,False,2.02,0.47,-2.66,3.37297,0.00297,76.90185,-0.09815,-52.05705,-0.05705,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,50,nvk19,nvk20,335.0,-45.5,5.7,"<1.00,0.20,0.50,0.50>","nvk19	nvk20	335.00	-45.50	5.70	<1.00,0.20,0.50,0.50>",7,Nova_Kresanica.NK_02,LEG 2.87 -0.44 -15.10 1.18 3.18 -19.16 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.19,Nova_Kresanica.NK_02.20,False,-1.69,3.62,-4.06,5.69597,-0.00403,334.97444,-0.02556,-45.46191,0.03809,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,51,nvk20,nvk21,275.0,-36.0,3.43,"<1.50,0.00,0.30,0.30>","nvk20	nvk21	275.00	-36.00	3.43	<1.50,0.00,0.30,0.30>",8,Nova_Kresanica.NK_02,LEG 1.18 3.18 -19.16 -1.58 3.42 -21.18 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.20,Nova_Kresanica.NK_02.21,False,-2.76,0.24,-2.02,3.42864,-0.00136,274.96974,-0.03026,-36.09701,-0.09701,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,52,nvk21,nvk22a,202.0,25.0,5.49,,nvk21	nvk22a	202.00	25.00	5.49,126,Nova_Kresanica.NK_02,LEG -1.58 3.42 -21.18 -3.45 -1.19 -18.86 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.21,Nova_Kresanica.NK_02.22a,False,-1.87,-4.61,2.32,5.48921,-0.00079,202.07944,0.07944,25.00185,0.00185,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,nie dotyczy,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,53,nvk22a,nvk23a,255.0,-38.0,3.29,"<1.00,1.00,0.30,0.30>","nvk22a	nvk23a	255.00	-38.00	3.29	<1.00,1.00,0.30,0.30>",127,Nova_Kresanica.NK_02,LEG -3.45 -1.19 -18.86 -5.95 -1.86 -20.88 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.22a,Nova_Kresanica.NK_02.23a,False,-2.5,-0.67,-2.02,3.28318,-0.00682,254.99728,-0.00272,-37.97055,0.02945,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,54,nvk21,nvk22,169.0,-44.0,3.75,"<3.00,3.30,0.30,0.30>","nvk21	nvk22	169.00	-44.00	3.75	<3.00,3.30,0.30,0.30>",9,Nova_Kresanica.NK_02,LEG -1.58 3.42 -21.18 -1.07 0.77 -23.78 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.21,Nova_Kresanica.NK_02.22,False,0.51,-2.65,-2.6,3.74735,-0.00265,169.10645,0.10645,-43.93361,0.06639,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,55,nvk22,nvk23,0.0,-90.0,3.05,"<5.00,0.30,0.30,0.30>","nvk22	nvk23	0.00	-90.00	3.05	<5.00,0.30,0.30,0.30>",10,Nova_Kresanica.NK_02,LEG -1.07 0.77 -23.78 -1.07 0.77 -26.83 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.22,Nova_Kresanica.NK_02.23,False,0.0,0.0,-3.05,3.05,-0.0,,,-90.0,0.0,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,56,nvk23,nvk24,292.0,1.0,1.39,"<2.00,2.00,1.00,1.00>","nvk23	nvk24	292.00	1.00	1.39	<2.00,2.00,1.00,1.00>",11,Nova_Kresanica.NK_02,LEG -1.07 0.77 -26.83 -2.36 1.29 -26.81 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.23,Nova_Kresanica.NK_02.24,False,-1.29,0.52,0.02,1.39101,0.00101,291.9544,-0.0456,0.82383,-0.17617,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,57,nvk24,nvk24a,319.0,-46.0,4.4,,nvk24	nvk24a	319.00	-46.00	4.40,121,Nova_Kresanica.NK_02,LEG -2.36 1.29 -26.81 -4.36 3.60 -29.97 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.24,Nova_Kresanica.NK_02.24a,False,-2.0,2.31,-3.16,4.39565,-0.00435,319.11396,0.11396,-45.96318,0.03682,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,nie dotyczy,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,58,nvk24a,nvk25a,49.0,-12.5,6.64,"<1.00,3.00,1.00,1.00>","nvk24a	nvk25a	49.00	-12.50	6.64	<1.00,3.00,1.00,1.00>",122,Nova_Kresanica.NK_02,LEG -4.36 3.60 -29.97 0.53 7.85 -31.41 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.24a,Nova_Kresanica.NK_02.25a,False,4.89,4.25,-1.44,6.63688,-0.00312,49.00542,0.00542,-12.53109,-0.03109,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,59,nvk25a,nvk26a,353.0,-35.0,2.37,"<2.00,2.00,0.00,2.00>","nvk25a	nvk26a	353.00	-35.00	2.37	<2.00,2.00,0.00,2.00>",123,Nova_Kresanica.NK_02,LEG 0.53 7.85 -31.41 0.29 9.78 -32.77 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.25a,Nova_Kresanica.NK_02.26a,False,-0.24,1.93,-1.36,2.3732,0.0032,352.91152,-0.08848,-34.96422,0.03578,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,60,nvk26a,nvk27a,68.0,8.0,3.68,"<2.00,3.00,3.00,1.00>","nvk26a	nvk27a	68.00	8.00	3.68	<2.00,3.00,3.00,1.00>",124,Nova_Kresanica.NK_02,LEG 0.29 9.78 -32.77 3.67 11.14 -32.26 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.26a,Nova_Kresanica.NK_02.27a,False,3.38,1.36,0.51,3.67887,-0.00113,68.08178,0.08178,7.96855,-0.03145,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,61,nvk27a,nvk28a,24.0,25.0,4.46,"<1.00,1.00,0.30,0.30>","nvk27a	nvk28a	24.00	25.00	4.46	<1.00,1.00,0.30,0.30>",125,Nova_Kresanica.NK_02,LEG 3.67 11.14 -32.26 5.32 14.84 -30.37 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.27a,Nova_Kresanica.NK_02.28a,False,1.65,3.7,1.89,4.47041,0.01041,24.03429,0.03429,25.0102,0.0102,False,True,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,62,nvk24,nvk25,256.0,-34.0,18.94,"<2.00,1.00,0.00,1.00>","nvk24	nvk25	256.00	-34.00	18.94	<2.00,1.00,0.00,1.00>",12,Nova_Kresanica.NK_02,LEG -2.36 1.29 -26.81 -17.59 -2.51 -37.40 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.24,Nova_Kresanica.NK_02.25,False,-15.23,-3.8,-10.59,18.93518,-0.00482,255.99032,-0.00968,-34.00578,-0.00578,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,63,nvk25,nvk26,231.0,2.0,3.65,"<2.00,0.00,0.20,0.40>","nvk25	nvk26	231.00	2.00	3.65	<2.00,0.00,0.20,0.40>",13,Nova_Kresanica.NK_02,LEG -17.59 -2.51 -37.40 -20.43 -4.80 -37.27 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.25,Nova_Kresanica.NK_02.26,False,-2.84,-2.29,0.13,3.65056,0.00056,231.11945,0.11945,2.04079,0.04079,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,64,nvk26,nvk27,233.0,-22.0,6.59,"<2.00,1.50,0.30,0.30>","nvk26	nvk27	233.00	-22.00	6.59	<2.00,1.50,0.30,0.30>",14,Nova_Kresanica.NK_02,LEG -20.43 -4.80 -37.27 -25.31 -8.48 -39.74 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.26,Nova_Kresanica.NK_02.27,False,-4.88,-3.68,-2.47,6.59225,0.00225,232.98011,-0.01989,-22.0047,-0.0047,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,65,nvk27,nvk28,252.0,-39.0,2.93,"<0.00,1.00,0.30,0.30>","nvk27	nvk28	252.00	-39.00	2.93	<0.00,1.00,0.30,0.30>",15,Nova_Kresanica.NK_02,LEG -25.31 -8.48 -39.74 -27.47 -9.18 -41.59 [Nova_Kresanica.NK_02],Nova_Kresanica.NK_02.27,Nova_Kresanica.NK_02.28,False,-2.16,-0.7,-1.85,2.92884,-0.00116,252.04383,0.04383,-39.17193,-0.17193,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,66,nvk14a,nvk15a,0.0,-90.0,1.87,"<13.50,2.00,2.00,4.00>","nvk14a	nvk15a	0.00	-90.00	1.87	<13.50,2.00,2.00,4.00>",131,Nova_Kresanica.NK_01,LEG 1.88 -0.63 -0.10 1.88 -0.63 -1.97 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.14a,Nova_Kresanica.NK_01.15a,False,0.0,0.0,-1.87,1.87,-0.0,,,-90.0,0.0,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,67,nvk15a,nvk16a,104.0,-15.5,1.34,"<1.00,3.00,2.00,2.00>","nvk15a	nvk16a	104.00	-15.50	1.34	<1.00,3.00,2.00,2.00>",132,Nova_Kresanica.NK_01,LEG 1.88 -0.63 -1.97 3.14 -0.94 -2.33 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.15a,Nova_Kresanica.NK_01.16a,False,1.26,-0.31,-0.36,1.34659,0.00659,103.82205,-0.17795,-15.50618,-0.00618,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
