srv_file,srv_line,srv_from,srv_to,srv_az_deg,srv_inc_deg,srv_dist_m,srv_lrud_raw,srv_record_raw,model_leg_no,model_segment,model_leg_dump3d,model_from,model_to,model_leg_reversed,model_dx_m,model_dy_m,model_dz_m,model_dist_m,delta_dist_m,model_az_deg,delta_az_deg,model_inc_deg,delta_inc_deg,loop_111_116,abs_delta_dist_gt_0_01,srv_sha256,status_obserwacji,status_lrud,interpretacja_modelu
WSTCZ.SRV,68,nvk16a,nvk17a,0.0,-90.0,2.55,"<3.00,0.50,2.00,2.00>","nvk16a	nvk17a	0.00	-90.00	2.55	<3.00,0.50,2.00,2.00>",133,Nova_Kresanica.NK_01,LEG 3.14 -0.94 -2.33 3.14 -0.94 -4.88 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.16a,Nova_Kresanica.NK_01.17a,False,0.0,0.0,-2.55,2.55,0.0,,,-90.0,0.0,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,69,nvk17a,nvk17c,86.0,-13.0,1.5,"<2.00,1.00,2.00,2.00>","nvk17a	nvk17c	86.00	-13.00	1.50	<2.00,1.00,2.00,2.00>",134,Nova_Kresanica.NK_01,LEG 3.14 -0.94 -4.88 4.60 -0.84 -5.22 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.17a,Nova_Kresanica.NK_01.17c,False,1.46,0.1,-0.34,1.5024,0.0024,86.08175,0.08175,-13.07962,-0.07962,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,70,nvk17c,nvk18c,167.0,-41.0,2.6,,nvk17c	nvk18c	167.00	-41.00	2.60,140,Nova_Kresanica.NK_01,LEG 4.60 -0.84 -5.22 5.04 -2.75 -6.93 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.17c,Nova_Kresanica.NK_01.18c,False,0.44,-1.91,-1.71,2.60112,0.00112,167.02729,0.02729,-41.10267,-0.10267,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,nie dotyczy,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,71,nvk18c,nvk19c,198.0,1.0,1.58,"<2.00,4.40,2.00,2.00>","nvk18c	nvk19c	198.00	1.00	1.58	<2.00,4.40,2.00,2.00>",141,Nova_Kresanica.NK_01,LEG 5.04 -2.75 -6.93 4.55 -4.26 -6.90 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.18c,Nova_Kresanica.NK_01.19c,False,-0.49,-1.51,0.03,1.5878,0.0078,197.97842,-0.02158,1.08262,0.08262,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,72,nvk19c,nvk20c,0.0,-90.0,4.39,"<6.00,0.00,1.00,1.00>","nvk19c	nvk20c	0.00	-90.00	4.39	<6.00,0.00,1.00,1.00>",142,Nova_Kresanica.NK_01,LEG 4.55 -4.26 -6.90 4.55 -4.26 -11.29 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.19c,Nova_Kresanica.NK_01.20c,False,0.0,0.0,-4.39,4.39,-0.0,,,-90.0,0.0,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,73,nvk17c,nvk18a,72.0,-12.0,4.71,"<1.00,2.00,2.00,4.00>","nvk17c	nvk18a	72.00	-12.00	4.71	<1.00,2.00,2.00,4.00>",135,Nova_Kresanica.NK_01,LEG 4.60 -0.84 -5.22 8.98 0.58 -6.20 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.17c,Nova_Kresanica.NK_01.18a,False,4.38,1.42,-0.98,4.70757,-0.00243,72.03726,0.03726,-12.01545,-0.01545,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,74,nvk18a,nvk19b,166.0,-49.0,6.26,,nvk18a	nvk19b	166.00	-49.00	6.26,138,Nova_Kresanica.NK_01,LEG 8.98 0.58 -6.20 9.97 -3.40 -10.92 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.18a,Nova_Kresanica.NK_01.19b,False,0.99,-3.98,-4.72,6.25291,-0.00709,166.03152,0.03152,-49.01212,-0.01212,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,nie dotyczy,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,75,nvk19b,nvk20b,15.0,0.0,2.5,"<1.50,3.00,1.00,1.00>","nvk19b	nvk20b	15.00	0.00	2.50	<1.50,3.00,1.00,1.00>",139,Nova_Kresanica.NK_01,LEG 9.97 -3.40 -10.92 10.62 -0.99 -10.92 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.19b,Nova_Kresanica.NK_01.20b,False,0.65,2.41,0.0,2.49612,-0.00388,15.09406,0.09406,0.0,0.0,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,76,nvk18a,nvk19a,113.0,7.0,2.89,"<2.50,2.00,3.00,0.00>","nvk18a	nvk19a	113.00	7.00	2.89	<2.50,2.00,3.00,0.00>",136,Nova_Kresanica.NK_01,LEG 8.98 0.58 -6.20 11.62 -0.54 -5.85 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.18a,Nova_Kresanica.NK_01.19a,False,2.64,-1.12,0.35,2.88903,-0.00097,112.98872,-0.01128,6.95836,-0.04164,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
WSTCZ.SRV,77,nvk19a,nvk20a,71.0,19.0,5.12,"<0.00,1.50,0.00,1.50>","nvk19a	nvk20a	71.00	19.00	5.12	<0.00,1.50,0.00,1.50>",137,Nova_Kresanica.NK_01,LEG 11.62 -0.54 -5.85 16.19 1.04 -4.18 [Nova_Kresanica.NK_01],Nova_Kresanica.NK_01.19a,Nova_Kresanica.NK_01.20a,False,4.57,1.58,1.67,5.11568,-0.00432,70.92804,-0.07196,19.05328,0.05328,False,False,af011902622d0e8eacad40d11bbb6721c371e84c3631867c55a16bebfd830438,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
